income,expenses,loanamount,term_years,loan_approved
114000,51500,405000,10,0
86000,33000,107000,10,1
66000,41000,231000,5,0
38000,12500,149000,20,0
82000,55000,295000,10,0
126000,84500,444000,10,0
40000,25000,100000,30,0
106000,72000,296000,30,0
61000,37000,199000,20,0
63000,33000,71000,20,0
40000,23500,157000,30,0
52000,15500,80000,20,1
94000,54000,216000,5,0
98000,31000,237000,30,1
82000,53500,281000,30,0
60000,39500,128000,15,0
42000,14500,82000,20,1
77000,44000,134000,10,0
64000,36500,230000,10,0
81000,40500,282000,30,0
65000,20000,130000,10,0
66000,23000,129000,20,0
80000,45000,93000,10,0
86000,44000,194000,30,0
112000,35500,189000,30,1
65000,33000,125000,30,0
91000,58000,108000,30,0
129000,84500,342000,20,0
92000,53000,186000,5,0
110000,62000,404000,20,0
56000,34000,112000,15,0
53000,18500,173000,5,0
70000,26500,181000,15,0
73000,36000,266000,20,0
107000,51500,376000,10,0
53000,20000,187000,5,0
72000,41000,283000,5,0
107000,64000,94000,20,0
81000,33000,119000,10,0
75000,32000,38000,30,0
82000,33000,272000,20,0
41000,17000,120000,20,0
41000,18500,154000,30,0
27000,13000,80000,30,0
81000,40000,57000,10,0
103000,51000,130000,5,0
98000,53500,81000,20,0
109000,47500,61000,15,0
119000,59500,173000,30,0
79000,39500,200000,5,0
73000,24500,259000,10,0
119000,65500,336000,10,0
54000,22000,62000,5,0
40000,13000,87000,15,0
65000,36500,85000,30,0
61000,19500,158000,5,0
76000,36000,198000,10,0
49000,27000,85000,20,0
86000,60000,93000,30,0
58000,29500,175000,30,0
112000,48000,173000,10,0
39000,19500,146000,10,0
71000,27000,133000,20,1
65000,31000,34000,30,0
82000,53000,196000,30,0
103000,36500,236000,10,0
83000,42500,144000,15,0
71000,39000,68000,10,0
96000,41000,276000,20,0
100000,59500,155000,15,0
83000,47000,55000,15,0
87000,42000,322000,20,0
94000,52500,100000,5,0
26000,16500,27000,15,0
64000,34500,65000,20,0
86000,45500,116000,10,0
66000,36000,87000,20,0
66000,37500,65000,5,0
86000,39500,273000,20,0
87000,55000,264000,10,0
89000,59500,57000,5,0
51000,28000,48000,30,0
32000,21000,105000,5,0
99000,59000,234000,20,0
53000,25000,65000,10,0
51000,25500,167000,30,0
48000,25500,149000,15,0
110000,74500,335000,10,0
81000,45500,64000,15,0
85000,43000,267000,15,0
96000,33500,183000,10,0
74000,42000,93000,5,0
105000,55000,222000,10,0
39000,26500,60000,30,0
42000,18500,149000,10,0
41000,25500,95000,15,0
88000,36500,259000,5,0
90000,33000,72000,30,1
61000,18500,98000,30,1
68000,45000,197000,15,0
113000,54000,167000,15,0
54000,22500,136000,15,0
84000,38500,124000,5,0
54000,31500,75000,30,0
108000,49500,137000,5,0
94000,36500,122000,20,1
33000,11000,103000,20,0
67000,37000,42000,5,0
20000,14000,27000,20,0
102000,56500,376000,5,0
136000,92500,222000,20,0
20000,13000,37000,5,0
32000,11500,104000,10,0
80000,52000,237000,30,0
74000,22000,44000,5,1
63000,31500,55000,10,0
23000,11500,46000,10,0
85000,50000,191000,10,0
102000,61500,110000,5,0
160000,63000,220000,20,0
114000,74500,369000,5,0
36000,13500,67000,20,1
75000,51500,245000,15,0
93000,64500,290000,5,0
54000,31500,98000,5,0
98000,55000,337000,30,0
96000,66500,255000,15,0
112000,44500,67000,15,0
99000,55000,117000,10,0
84000,39000,103000,30,0
56000,20500,30000,30,1
36000,12500,106000,20,0
82000,47500,247000,5,0
63000,24500,212000,30,0
66000,35500,145000,20,0
109000,43000,181000,5,0
116000,56000,329000,10,0
38000,22500,119000,15,0
69000,35500,222000,20,0
62000,40000,144000,15,0
84000,43000,119000,5,0
20000,7500,16000,30,1
31000,20500,70000,5,0
71000,33000,117000,15,0
99000,64000,372000,30,0
77000,30500,303000,15,0
95000,52500,54000,30,0
81000,29500,302000,5,0
113000,37500,254000,20,0
120000,84000,358000,30,0
52000,16000,59000,20,1
102000,54500,362000,20,0
90000,27500,92000,20,1
150000,78000,464000,5,0
51000,17500,160000,15,0
71000,43500,44000,10,0
44000,18500,113000,15,0
46000,20000,127000,20,0
87000,35000,277000,30,0
81000,28000,228000,20,0
91000,45500,62000,30,0
91000,43500,198000,10,0
68000,35000,230000,30,0
68000,37500,177000,5,0
46000,15500,48000,30,0
54000,25000,59000,30,0
73000,39000,116000,15,0
81000,35000,185000,15,0
96000,36000,159000,5,0
93000,50500,109000,15,0
122000,71500,322000,30,0
46000,27500,155000,30,0
68000,29500,180000,20,0
48000,16500,49000,30,1
113000,75500,73000,10,0
60000,34500,154000,20,0
110000,74500,432000,30,0
119000,42500,138000,30,1
87000,49000,229000,15,0
84000,32000,181000,20,0
76000,49000,260000,20,0
65000,33000,46000,5,0
62000,32000,126000,20,0
71000,47500,110000,5,0
130000,55000,176000,15,0
44000,24000,136000,10,0
81000,29000,98000,30,0
96000,42500,170000,10,0
66000,25000,239000,5,0
87000,33000,278000,30,0
30000,17000,86000,20,0
115000,47500,205000,30,1
109000,43500,307000,5,0
72000,45000,76000,20,0
49000,24000,131000,5,0
99000,44500,125000,30,0
41000,25500,44000,5,0
45000,22500,138000,20,0
73000,45500,245000,10,0
121000,51500,418000,30,0
94000,64500,70000,10,0
56000,37500,54000,10,0
25000,15500,91000,30,0
76000,29500,142000,15,0
83000,49000,253000,5,0
73000,46000,123000,5,0
129000,57500,159000,20,0
71000,25500,271000,20,0
20000,8000,25000,30,0
63000,33500,169000,15,0
89000,35500,149000,10,0
87000,49000,326000,10,0
70000,32000,235000,10,0
65000,25500,92000,30,0
20000,11000,39000,15,0
78000,25500,186000,5,0
65000,35500,42000,20,0
82000,56500,130000,10,0
90000,52500,253000,30,0
112000,48500,82000,30,0
46000,30500,72000,15,0
36000,18500,101000,15,0
58000,29500,77000,5,0
53000,24000,69000,10,0
50000,16000,60000,15,0
118000,48000,390000,5,0
79000,49500,252000,30,0
134000,54000,407000,15,0
75000,35000,253000,20,0
40000,22000,38000,30,0
51000,21000,146000,15,0
106000,66000,234000,30,0
41000,27000,65000,10,0
92000,30000,168000,20,1
64000,34000,146000,30,0
47000,20500,91000,10,0
117000,61000,120000,30,0
57000,29500,143000,5,0
50000,15000,33000,20,1
73000,41000,97000,10,0
60000,23000,191000,10,0
141000,74000,215000,10,0
107000,70500,405000,5,0
57000,21500,196000,5,0
61000,25000,112000,15,0
20000,6500,73000,5,0
79000,39000,87000,30,1
53000,34500,63000,5,0
78000,40500,268000,5,0
20000,9000,68000,15,0
74000,49000,231000,15,0
126000,64500,411000,20,0
77000,53000,190000,5,0
52000,31000,40000,15,0
74000,49000,269000,10,0
73000,41000,70000,30,0
141000,98000,155000,5,0
65000,33000,213000,10,0
39000,21500,26000,15,0
76000,27000,169000,15,0
81000,54500,116000,5,0
92000,40000,155000,30,0
98000,55500,182000,15,0
134000,59500,149000,5,0
57000,37500,189000,10,0
54000,18500,81000,30,0
20000,13000,39000,20,0
95000,52500,73000,10,0
48000,33000,40000,30,0
102000,51000,264000,20,0
60000,30000,119000,10,0
127000,56500,281000,5,0
32000,14000,83000,10,0
106000,37000,370000,15,0
102000,44000,135000,20,0
91000,49500,59000,10,0
41000,13500,92000,20,0
91000,34000,227000,30,0
79000,51000,52000,5,0
20000,6500,19000,10,0
122000,48500,435000,20,0
65000,19500,36000,10,1
119000,70000,391000,5,0
73000,46500,215000,30,0
104000,68000,399000,15,0
49000,32500,64000,15,0
81000,37500,102000,15,0
79000,41500,187000,20,0
65000,37000,143000,20,0
49000,32500,137000,30,0
20000,12500,58000,15,0
50000,25000,35000,5,0
96000,48500,248000,30,0
33000,14500,96000,15,0
39000,12000,75000,15,1
32000,11500,116000,30,0
81000,35000,171000,20,0
48000,26000,154000,15,0
112000,65500,94000,10,0
97000,63500,368000,5,0
81000,42500,178000,15,0
84000,38500,97000,10,0
52000,30000,46000,15,0
52000,24000,116000,20,0
96000,33000,112000,15,1
102000,31000,136000,15,1
96000,56000,65000,20,0
61000,40000,228000,5,0
63000,36000,119000,5,0
47000,14500,156000,15,0
98000,38000,323000,5,0
20000,13500,63000,5,0
20000,11500,67000,15,0
20000,12000,12000,5,0
20000,12500,60000,5,0
116000,77000,381000,20,0
99000,47000,183000,5,0
39000,18500,90000,5,0
72000,22500,242000,15,0
119000,80500,445000,10,0
90000,31500,177000,5,0
138000,66500,229000,20,0
72000,39000,85000,15,0
55000,38500,71000,30,0
43000,20000,69000,10,0
76000,43000,45000,10,0
103000,70000,351000,30,0
78000,41000,276000,15,0
64000,33000,56000,30,0
113000,60000,383000,10,0
91000,57000,243000,15,0
72000,23000,109000,30,1
52000,31500,58000,20,0
67000,24500,233000,5,0
89000,54000,310000,10,0
52000,32000,118000,30,0
38000,21000,146000,15,0
61000,29000,155000,10,0
74000,44000,159000,15,0
116000,35500,133000,20,1
40000,22500,42000,10,0
82000,32000,105000,5,0
67000,38000,246000,5,0
68000,24000,90000,30,1
121000,45000,445000,10,0
77000,37000,242000,20,0
48000,24500,111000,20,0
102000,47500,189000,10,0
99000,54000,121000,30,0
45000,14500,124000,10,0
39000,14500,152000,30,0
87000,26000,313000,5,0
74000,39000,113000,30,0
61000,35000,241000,10,0
107000,53000,353000,30,0
57000,27500,163000,20,0
88000,41500,76000,20,0
110000,48000,359000,15,0
65000,35000,57000,10,0
20000,6000,45000,30,1
63000,34000,204000,20,0
81000,40000,76000,10,0
105000,58000,382000,10,0
59000,38000,218000,15,0
127000,80000,342000,15,0
36000,22500,109000,15,0
80000,37000,159000,15,0
68000,31000,119000,5,0
115000,44000,371000,10,0
31000,9500,33000,15,1
88000,44000,218000,20,0
68000,47000,153000,30,0
121000,72500,376000,15,0
50000,26000,174000,20,0
87000,36500,240000,5,0
50000,17500,188000,15,0
81000,33000,164000,15,0
64000,33000,221000,10,0
63000,34500,73000,20,0
20000,9000,10000,5,0
87000,30000,235000,30,0
43000,17500,48000,20,0
41000,16500,161000,15,0
28000,14500,20000,5,0
43000,14500,106000,20,0
90000,37500,319000,15,0
89000,39000,229000,5,0
95000,48500,210000,5,0
44000,18500,99000,20,0
81000,29000,85000,5,0
57000,17500,115000,30,1
104000,38500,393000,20,0
88000,55500,55000,30,0
55000,24000,153000,5,0
106000,54500,294000,10,0
90000,44500,337000,10,0
33000,13500,30000,5,0
25000,16000,74000,30,0
35000,23500,121000,30,0
124000,47500,110000,30,0
45000,28000,66000,10,0
131000,79000,325000,10,0
43000,27500,23000,30,0
40000,18500,34000,15,1
101000,58000,68000,15,0
103000,38500,52000,20,1
92000,63000,232000,10,0
95000,56000,220000,20,0
51000,17000,110000,10,0
100000,65000,390000,5,0
82000,56000,199000,30,0
64000,27500,245000,15,0
78000,40000,203000,30,0
107000,74500,292000,10,0
87000,42000,77000,5,0
20000,11500,39000,30,0
102000,49000,352000,10,0
99000,32500,343000,10,0
64000,32000,219000,30,0
79000,50000,212000,5,0
78000,24500,164000,20,1
20000,9500,59000,15,0
63000,39500,110000,20,0
64000,28000,101000,10,0
70000,48500,227000,30,0
59000,26500,96000,15,0
95000,58500,103000,5,0
51000,20500,200000,30,0
102000,44000,236000,5,0
93000,54500,138000,15,0
116000,37500,240000,15,1
127000,43000,135000,20,1
127000,51500,192000,20,0
39000,15500,80000,30,0
85000,27500,99000,5,0
53000,36500,155000,20,0
173000,72000,171000,5,0
93000,55000,329000,20,0
117000,53500,346000,15,0
88000,61500,207000,20,0
20000,7000,68000,10,0
51000,23000,35000,20,0
54000,25500,157000,30,0
63000,37000,73000,15,0
86000,43000,129000,10,0
90000,54000,170000,30,0
20000,12500,47000,20,0
68000,28500,214000,30,0
60000,37500,75000,5,0
116000,57500,292000,5,0
93000,30500,133000,30,1
70000,29500,72000,5,0
82000,51000,303000,15,0
24000,11000,51000,15,0
95000,32000,111000,15,1
63000,35000,213000,10,0
51000,32500,82000,30,0
114000,40500,109000,30,1
83000,43000,59000,5,0
55000,21000,92000,5,0
57000,25000,198000,5,0
86000,40000,173000,20,0
84000,25500,93000,5,0
76000,33500,117000,30,1
39000,16500,36000,20,1
43000,24500,124000,20,0
53000,34500,59000,20,0
69000,23500,142000,5,0
74000,36500,46000,15,0
70000,28500,196000,15,0
72000,50000,112000,5,0
131000,80000,148000,15,0
100000,34500,296000,10,0
111000,49500,237000,30,0
89000,30500,260000,20,0
77000,47500,160000,10,0
87000,43000,93000,20,0
82000,46000,210000,10,0
99000,52500,357000,10,0
46000,17000,150000,5,0
97000,29500,187000,15,1
80000,52000,276000,20,0
21000,7000,13000,5,0
78000,48000,249000,5,0
36000,13500,106000,5,0
59000,38000,179000,10,0
70000,37500,69000,10,0
30000,14000,16000,15,0
73000,41000,117000,30,0
77000,31500,122000,10,0
98000,46000,252000,15,0
61000,38500,101000,30,0
83000,25000,92000,30,1
72000,28500,277000,20,0
62000,37000,173000,5,0
25000,14500,41000,5,0
72000,26500,183000,20,0
97000,67000,236000,5,0
47000,27000,156000,20,0
68000,30500,212000,10,0
73000,32000,91000,20,0
108000,55000,240000,15,0
76000,24000,134000,5,0
84000,49000,101000,30,0
75000,24500,254000,20,0
60000,33500,39000,15,0
41000,25500,54000,5,0
66000,43500,228000,15,0
87000,31000,259000,30,1
79000,47500,160000,10,0
119000,82500,158000,5,0
103000,33500,173000,30,1
112000,35000,339000,5,0
20000,7500,60000,10,0
122000,46500,199000,5,0
83000,35500,275000,20,0
87000,58000,270000,15,0
102000,58500,196000,15,0
76000,23000,238000,5,0
43000,21500,35000,15,0
118000,76500,223000,10,0
52000,26500,158000,5,0
45000,17000,74000,5,0
68000,46500,57000,15,0
63000,26500,68000,15,1
75000,33000,194000,5,0
72000,32000,286000,10,0
115000,52500,433000,10,0
89000,52000,163000,15,0
49000,21000,57000,20,0
53000,26000,162000,5,0
63000,25500,220000,5,0
63000,31500,226000,5,0
60000,40500,84000,10,0
42000,17500,97000,20,0
84000,52500,86000,20,0
61000,23500,31000,5,1
46000,16500,44000,30,1
90000,30500,304000,5,0
100000,69000,224000,5,0
68000,36000,95000,10,0
128000,64500,509000,10,0
141000,42500,231000,30,1
90000,44500,213000,30,0
61000,34500,157000,20,0
83000,38500,97000,15,0
38000,13500,45000,30,1
49000,20000,188000,15,0
25000,14500,56000,10,0
56000,27500,88000,30,0
38000,18500,39000,30,0
94000,29500,60000,30,1
53000,27000,201000,15,0
83000,39000,109000,10,0
97000,63000,205000,15,0
110000,50000,69000,5,0
64000,35000,210000,20,0
84000,56500,125000,15,0
85000,45000,327000,15,0
113000,35000,379000,30,1
99000,33500,344000,20,0
114000,78500,139000,5,0
25000,13000,29000,20,0
55000,20500,145000,10,0
106000,56000,98000,10,0
92000,63000,355000,20,0
71000,22500,59000,15,1
61000,31000,180000,20,0
99000,35000,106000,15,1
20000,9500,53000,20,0
99000,55500,350000,20,0
78000,37500,95000,15,0
60000,41000,57000,20,0
90000,48000,244000,10,0
63000,43000,53000,5,0
76000,32500,269000,20,0
74000,23000,266000,15,0
97000,35000,309000,10,0
80000,26500,148000,10,0
20000,12000,38000,20,0
33000,12500,41000,30,1
42000,25500,116000,10,0
89000,46000,68000,15,0
92000,35500,289000,10,0
125000,68000,149000,30,0
45000,13500,166000,15,0
114000,49500,352000,30,0
20000,12500,39000,10,0
76000,45500,117000,30,0
82000,50500,112000,5,0
82000,44000,239000,20,0
66000,35000,240000,20,0
79000,36500,301000,5,0
38000,26000,148000,30,0
101000,68500,383000,5,0
82000,25000,245000,15,0
86000,59000,102000,5,0
67000,43500,112000,10,0
65000,35500,120000,15,0
91000,39000,255000,5,0
123000,57500,253000,5,0
33000,21000,57000,5,0
32000,11500,56000,30,0
83000,45500,203000,10,0
65000,25500,203000,5,0
79000,35500,114000,30,1
74000,22500,179000,20,0
94000,64500,103000,10,0
66000,22500,264000,30,1
39000,23500,92000,10,0
51000,27000,66000,30,1
70000,44000,190000,15,0
37000,18500,54000,5,0
74000,51500,211000,10,0
77000,42000,100000,15,0
64000,35000,61000,5,0
81000,54000,112000,15,0
27000,11000,67000,20,0
46000,20500,96000,15,0
41000,23000,128000,30,0
101000,36000,140000,15,1
144000,90000,404000,30,0
49000,26500,89000,5,0
68000,41000,146000,10,0
54000,37500,200000,15,0
82000,56500,269000,10,0
57000,27500,78000,10,0
83000,34000,246000,5,0
95000,52500,88000,20,0
38000,22000,152000,5,0
83000,34500,300000,20,0
21000,8500,73000,10,0
67000,26000,184000,30,0
65000,43000,78000,5,0
68000,23000,152000,30,0
66000,26500,139000,20,0
60000,33000,117000,30,0
67000,32500,187000,10,0
82000,28500,253000,5,0
83000,34500,120000,30,1
78000,36000,220000,30,0
58000,39500,103000,5,0
107000,49000,60000,30,0
121000,42000,127000,10,1
36000,25000,100000,10,0
80000,38000,268000,30,0
61000,21500,44000,15,0
103000,56000,108000,20,0
75000,47000,158000,20,0
77000,45000,67000,20,0
90000,38000,250000,5,0
66000,26000,41000,30,1
125000,81500,109000,10,0
90000,34000,275000,15,0
103000,62000,350000,10,0
68000,21000,95000,15,1
71000,33000,149000,5,0
99000,68500,250000,10,0
96000,53000,55000,30,0
38000,16000,113000,30,1
79000,46000,56000,30,0
89000,39500,101000,10,0
71000,48000,218000,15,0
86000,34000,293000,15,0
72000,31000,215000,15,0
20000,11500,74000,20,0
36000,22500,142000,20,0
104000,55000,348000,20,0
68000,28500,181000,10,0
81000,43000,56000,15,0
75000,29000,274000,30,0
50000,16000,75000,5,0
61000,40500,114000,5,0
85000,42000,197000,5,0
88000,43500,316000,10,0
141000,84500,467000,20,0
61000,32000,138000,20,0
125000,60000,447000,20,0
49000,30500,171000,5,0
90000,44000,154000,20,0
80000,53000,119000,20,0
71000,30000,133000,5,0
75000,23500,239000,10,0
56000,20000,151000,5,0
102000,64000,94000,20,0
50000,33500,81000,20,0
85000,28000,303000,10,0
98000,65000,369000,20,0
117000,79500,114000,5,0
104000,62500,407000,20,0
92000,55500,248000,30,0
56000,17000,185000,20,1
51000,20000,173000,10,0
41000,16000,41000,15,0
38000,20000,102000,10,0
75000,42000,74000,10,0
53000,35000,108000,15,0
111000,55000,194000,10,0
58000,29000,201000,20,0
78000,25000,80000,15,1
67000,47000,233000,15,0
33000,22500,58000,10,0
108000,35500,77000,5,0
96000,50000,271000,10,0
99000,43500,394000,30,0
93000,44000,336000,20,0
52000,29000,194000,30,0
53000,25000,94000,20,0
89000,44500,108000,15,0
121000,49500,427000,15,0
87000,29000,53000,5,0
104000,62500,397000,30,0
59000,26500,106000,15,0
108000,70500,318000,30,0
62000,42000,114000,15,0
82000,27500,220000,30,0
64000,36500,107000,5,0
102000,64000,164000,30,0
102000,57000,179000,15,0
31000,13500,101000,5,0
115000,47500,140000,15,0
146000,71000,296000,15,0
64000,26000,100000,10,0
71000,46500,56000,5,0
112000,36000,341000,30,1
77000,26500,276000,10,0
75000,40500,102000,15,0
132000,74500,239000,20,0
34000,20000,122000,20,0
51000,21000,184000,30,0
88000,37000,264000,5,0
26000,12000,56000,5,0
64000,25000,67000,15,0
64000,29000,166000,15,0
104000,60000,192000,30,0
96000,48000,155000,30,0
25000,17000,85000,5,0
54000,28500,106000,10,0
54000,23500,123000,10,0
69000,25500,135000,10,0
42000,16500,124000,5,0
89000,27500,112000,30,1
54000,26000,151000,20,0
93000,63500,215000,30,0
75000,46000,238000,15,0
46000,19500,107000,10,0
117000,72500,209000,15,0
118000,79500,106000,20,0
84000,48000,193000,5,0
68000,34500,108000,20,0
43000,15000,157000,15,0
107000,35500,147000,10,0
100000,39000,329000,20,0
51000,29000,108000,15,0
54000,19500,29000,15,1
89000,45500,128000,20,0
40000,19000,148000,5,0
56000,31000,89000,20,0
44000,14000,112000,10,0
45000,31000,114000,10,0
53000,30500,149000,20,0
102000,60000,390000,20,0
22000,6500,68000,15,1
88000,29000,217000,5,0
83000,47500,307000,30,0
104000,36000,334000,10,0
83000,54500,115000,30,0
64000,35000,85000,5,0
51000,16500,177000,5,0
105000,57500,98000,15,0
90000,56000,102000,10,0
60000,37000,177000,5,0
102000,47000,117000,5,0
62000,30000,217000,30,0
75000,44500,90000,15,0
57000,37000,83000,30,0
91000,56000,212000,10,0
45000,24000,118000,15,0
66000,39000,162000,20,0
55000,31000,118000,15,0
83000,44000,62000,30,0
87000,58000,223000,20,0
42000,23500,132000,15,0
87000,39500,186000,20,0
31000,21500,47000,5,0
141000,96000,138000,10,0
60000,36500,99000,20,0
106000,33000,395000,15,0
81000,48000,145000,5,0
82000,25500,252000,30,1
40000,13000,61000,5,0
100000,44000,93000,20,1
76000,32500,271000,10,0
89000,47000,110000,20,0
72000,28500,56000,10,0
79000,30000,146000,30,1
48000,27000,167000,30,0
70000,33500,59000,10,0
62000,20000,66000,5,0
54000,26000,163000,20,0
79000,47500,136000,15,0
86000,28000,214000,5,0
83000,55500,149000,10,0
72000,35500,282000,5,0
87000,44000,306000,5,0
82000,34500,263000,30,0
78000,43500,222000,5,0
80000,24500,181000,10,0
110000,65500,211000,10,0
39000,13000,20000,5,1
65000,31000,188000,30,0
85000,30500,210000,20,0
28000,10500,24000,5,0
116000,56500,340000,15,0
83000,27000,195000,15,1
104000,37500,175000,20,0
109000,56500,142000,30,0
87000,50500,238000,30,0
20000,9000,24000,30,0
79000,51000,180000,5,0
81000,29500,249000,30,1
42000,22000,137000,5,0
21000,7000,41000,10,0
89000,32500,170000,30,1
38000,25000,89000,10,0
137000,95500,229000,10,0
83000,58000,293000,20,0
116000,72000,326000,30,0
76000,29000,135000,20,0
98000,40500,109000,5,0
77000,26000,302000,10,0
105000,34000,406000,15,0
20000,12000,26000,5,0
102000,52500,150000,20,0
95000,53500,143000,10,0
70000,37000,119000,15,0
63000,19000,101000,30,1
66000,28000,36000,15,1
83000,48000,266000,15,0
111000,71500,278000,10,0
59000,21500,46000,5,0
24000,8500,94000,10,0
150000,102500,251000,30,0
95000,65500,333000,20,0
63000,38000,239000,30,0
111000,36000,62000,15,1
103000,57000,398000,10,0
90000,31500,162000,5,0
61000,39000,52000,30,0
95000,40000,236000,30,1
108000,53000,69000,30,0
23000,8500,36000,5,0
82000,48500,281000,20,0
84000,42000,275000,20,0
83000,48500,324000,10,0
76000,32500,46000,30,1
111000,50000,270000,15,0
69000,45500,60000,30,0
75000,30000,276000,10,0
84000,55500,53000,30,0
70000,23000,261000,5,0
33000,12000,51000,30,1
81000,46000,230000,5,0
82000,57000,168000,15,0
64000,43000,168000,20,0
71000,35500,139000,10,0
20000,10000,60000,15,0
111000,59000,124000,5,0
102000,63000,164000,20,0
35000,18000,46000,30,0
55000,19000,87000,5,0
118000,75000,129000,10,0
40000,26000,106000,30,0
89000,59500,185000,5,0
60000,28000,114000,30,0
87000,34000,306000,30,0
77000,27000,200000,30,1
67000,34000,161000,20,0
87000,36000,249000,10,0
60000,28500,161000,20,0
21000,7000,58000,30,0
47000,18000,127000,20,0
44000,21000,66000,10,0
27000,10000,80000,15,0
86000,33500,197000,15,0
70000,21500,225000,5,0
86000,28500,144000,15,0
91000,31500,213000,30,0
98000,55000,306000,20,0
87000,31500,149000,15,0
46000,30000,137000,10,0
92000,56500,290000,30,0
82000,51500,198000,5,0
141000,62000,174000,10,0
75000,24000,283000,20,0
86000,28500,185000,30,1
72000,41500,253000,30,0
76000,51000,280000,20,0
74000,27500,57000,15,1
62000,40000,123000,30,0
80000,45000,156000,20,0
94000,53500,204000,20,0
62000,36000,73000,15,0
100000,32500,378000,30,1
96000,52000,98000,5,0
49000,24000,45000,20,0
46000,29000,64000,30,0
88000,41500,68000,5,0
57000,28500,109000,10,0
44000,23500,57000,20,0
127000,68000,276000,15,0
46000,21000,115000,30,0
29000,10500,67000,10,0
51000,20500,184000,15,0
82000,38000,297000,20,0
77000,42000,199000,30,0
132000,63500,310000,5,0
52000,32000,97000,10,0
82000,43500,239000,10,0
109000,47500,136000,10,0
55000,27500,79000,20,0
96000,42500,233000,15,0
20000,6000,52000,20,1
128000,53000,386000,10,0
105000,50500,405000,20,0
55000,22000,37000,30,1
100000,59000,273000,20,0
114000,73500,260000,20,0
36000,15000,67000,20,0
57000,17500,47000,30,1
115000,75000,338000,15,0
77000,41000,237000,15,0
88000,26500,94000,15,1
77000,38500,226000,30,0
102000,34500,64000,5,0
90000,51500,94000,15,0
78000,40000,95000,15,0
20000,13500,78000,10,0
94000,43000,230000,5,0
97000,65000,221000,15,0
38000,24000,150000,5,0
40000,24000,42000,30,0
91000,43000,356000,10,0
81000,37500,107000,15,0
20000,9000,56000,20,0
50000,16000,159000,30,0
84000,45500,45000,10,0
95000,59000,291000,15,0
57000,34000,130000,30,0
71000,38000,165000,15,0
49000,21500,79000,20,0
115000,66500,422000,30,0
80000,41000,94000,20,0
55000,35000,100000,5,0
40000,16500,26000,15,0
37000,12500,76000,20,0
129000,39000,478000,5,0
70000,42000,95000,5,0
63000,34000,205000,15,0
69000,22500,44000,30,1
56000,35500,189000,20,0
72000,35500,115000,10,0
76000,37000,55000,5,0
75000,43000,125000,10,0
37000,20500,91000,20,0
102000,40500,383000,20,0
58000,32500,96000,10,0
55000,35500,100000,10,0
54000,24500,158000,20,0
43000,18000,24000,20,0
83000,27000,246000,30,1
102000,55500,65000,10,0
53000,32000,202000,5,0
20000,13500,80000,30,0
44000,24000,137000,10,0
62000,29500,126000,30,0
38000,25500,43000,30,0
57000,21000,37000,15,1
58000,34000,197000,10,0
75000,32500,240000,20,0
31000,20000,115000,10,0
92000,55000,132000,10,0
125000,54000,245000,10,0
118000,72000,435000,20,0
57000,37500,102000,10,0
95000,38000,138000,15,0
92000,48500,234000,20,0
74000,34500,160000,5,0
80000,53500,97000,15,0
95000,65500,340000,10,0
102000,35000,279000,15,0
51000,26500,74000,30,0
97000,49500,263000,20,0
125000,81000,479000,5,0
101000,62000,115000,5,0
121000,50000,326000,10,0
20000,10000,80000,5,0
93000,42000,207000,15,0
83000,36500,264000,5,0
106000,63000,316000,15,0
41000,22000,91000,30,0
60000,23000,119000,5,0
102000,56000,293000,15,0
43000,21000,111000,30,0
82000,36000,178000,20,0
74000,24000,68000,10,0
69000,46500,222000,20,0
92000,59500,303000,10,0
42000,17500,70000,5,0
52000,27000,83000,30,0
71000,46000,152000,20,0
39000,20000,67000,10,0
112000,40000,360000,30,0
51000,25000,196000,15,0
99000,42000,82000,30,1
49000,23500,49000,30,0
96000,61500,174000,15,0
27000,12500,56000,10,0
117000,72500,163000,5,0
109000,43000,397000,15,0
58000,31000,179000,30,0
50000,23500,178000,15,0
89000,61500,154000,5,0
29000,8500,104000,15,1
76000,34000,282000,15,0
51000,32000,189000,5,0
67000,30500,35000,30,0
56000,21500,121000,20,0
51000,32500,152000,10,0
126000,67500,407000,20,0
98000,51000,124000,15,0
31000,14500,81000,20,0
49000,18000,103000,30,1
101000,53500,287000,5,0
104000,52000,321000,5,0
33000,15000,69000,20,0
96000,32000,59000,20,1
83000,46500,222000,30,0
20000,11000,80000,5,0
63000,33000,208000,5,0
71000,25000,91000,30,1
76000,32000,224000,15,0
35000,17000,68000,20,0
52000,31000,81000,10,0
56000,22000,109000,10,0
59000,36500,168000,15,0
59000,25000,176000,10,0
71000,40000,52000,30,0
84000,56500,260000,15,0
128000,75000,456000,5,0
101000,33000,295000,30,1
115000,52000,214000,15,0
61000,32500,212000,5,0
45000,25500,96000,15,0
99000,43500,266000,10,0
75000,35500,86000,30,0
97000,43500,54000,20,1
49000,28500,133000,5,0
94000,62500,107000,10,0
70000,43000,48000,10,0
61000,24500,71000,30,1
64000,33000,198000,10,0
90000,44000,128000,10,0
98000,30000,262000,15,0
64000,43000,187000,15,0
85000,41500,108000,5,0
85000,57500,224000,5,0
97000,55000,140000,10,0
105000,61000,305000,30,0
129000,60500,171000,5,0
61000,39000,129000,15,0
119000,44500,176000,20,0
79000,54000,314000,30,0
42000,23000,118000,10,0
55000,24000,49000,30,0
